"Group.1","home_wp","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","rush_attempt","pass_attempt","penalty_yards","drive_play_count","drive_time_of_possession1","third_conversion1","fourth_conversion1","timeout","penalty"
"Sean McDermott_2018",0.476803256492329,3.59502262443439,0.403100775193798,0.0514446793516561,0.416102332580888,0.0295983086680761,0.352187028657617,0.386877828054299,9.27102803738318,7.06800286327845,200.07874015748,0.354679802955665,0.5,61,108
"Sean McDermott_2019",0.519126008861768,3.57981927710843,0.454225352112676,0.0676056338028169,0.428678678678679,0.0232394366197183,0.335090361445783,0.411897590361446,8.55882352941176,6.94646680942184,199.127765881513,0.341121495327103,0.333333333333333,62,103
"Sean McDermott_2020",0.744403001694785,4.24057971014493,0.54424040066778,0.0806900389538119,0.473653734800232,0.0233722871452421,0.301449275362319,0.453333333333333,9.25252525252525,7.60112044817927,206.157422969188,0.400826446280992,0.6,79,100
"Sean McVay_2018",0.658762364921964,4.63537492844877,0.381528312259483,0.0989554700384827,0.449341728677733,0.0164925783397471,0.301659988551803,0.437321121923297,8.48245614035088,7.22388888888889,197.235,0.394190871369295,0.583333333333333,92,115
"Sean McVay_2019",0.55624286523867,4.07308503162333,0.452027027027027,0.0722972972972973,0.448348559381588,0.0101351351351351,0.297259311314125,0.442023893183415,7.7741935483871,7.73723621511232,203.865214431586,0.422535211267606,0.454545454545455,67,125
"Sean McVay_2020",0.645617488879039,3.72156573116691,0.437278525868179,0.0864635010630758,0.447970479704797,0.0233876683203402,0.325701624815362,0.425406203840473,7.72972972972973,7.45616535994298,205.473984319316,0.345622119815668,0.523809523809524,71,75
"Sean Payton_2018",0.607125886710412,4.52369526094781,0.437032777458309,0.0166762507188039,0.46462829736211,0.0161012075905693,0.296340731853629,0.449310137972406,9.55660377358491,7.52582704585026,218.372605919907,0.429787234042553,0.571428571428571,85,107
"Sean Payton_2019",0.604311471931931,4.28525016244314,0.426699937616968,0.0199625701809108,0.454840805717999,0.0131004366812227,0.282651072124756,0.445743989603639,8.09243697478992,7.85310734463277,219.257376020088,0.427927927927928,0.473684210526316,79,120
"Sean Payton_2020",0.592976367680171,3.93768032313907,0.44057490326147,0.0309563294637922,0.432930339666091,0.0116086235489221,0.314483554529717,0.423542989036353,9.36111111111111,7.32274247491639,203.301003344482,0.423076923076923,0.555555555555556,89,109
"Steve Wilks_2018",0.366069330754973,3.60534351145038,0.400272294077604,0.0503744043567052,0.416158536585366,0.0176991150442478,0.341221374045802,0.4,8.09174311926606,6.92704495210022,202.280766396463,0.336734693877551,0.4,58,110
"Todd Bowles_2018",0.46247267905307,4.17543859649123,0.46832884097035,0.0464959568733154,0.44989488437281,0.0141509433962264,0.291929824561403,0.437894736842105,8.32142857142857,6.91689373297003,185.476839237057,0.346153846153846,0.611111111111111,59,113
"Vance Joseph_2018",0.441172431207071,4.24927536231884,0.446217904233171,0.0714781401804303,0.464595375722543,0.0117973629424011,0.291304347826087,0.454347826086957,8.18181818181818,7.48807854137447,202.660589060309,0.349514563106796,0.631578947368421,67,111
"Vic Fangio_2019",0.596856412947095,3.65920954511559,0.44674767691208,0.0486061472480343,0.434426229508197,0.0114367405289492,0.307979120059657,0.423564504101417,8.53571428571429,7.05535585909418,199.08195542775,0.293838862559242,0.526315789473684,63,113
"Vic Fangio_2020",0.365603790457425,4.05061460592914,0.500346981263012,0.073560027758501,0.43898916967509,0.0166551006245663,0.319595083152567,0.425162689804772,8.25,7.19426974143955,192.527603074773,0.4,0.384615384615385,57,97
"Zac Taylor_2019",0.434609149707611,4.06657018813314,0.467315716272601,0.00208623087621697,0.42040520984081,0.0229485396383866,0.342257597684515,0.400144717800289,8.69902912621359,7.14415675297411,190.818054583625,0.406542056074766,0.411764705882353,61,104
"Zac Taylor_2020",0.543428895398834,4.15252976190476,0.540656205420827,0.00285306704707561,0.413075780089153,0.0206847360912981,0.352678571428571,0.394345238095238,7.90361445783132,7.78176597272075,217.133524766691,0.439024390243902,0.65,65,84
